# T1(b) -- LWM-PASS LEDGER (coordinate last half). DERIVED (R3.3).
# BUILDER: spec356c-targets.sh -- SPEC-356c R3.4's ONE target builder, committed before the data.
# SUBJECT: spec356-long.prune.csv    PRIOR-DURATION ARM: spec356-long.prune.csv
# STATUS:  REFERENCE ONLY, NEVER EVIDENCE. This file is the R3.5 PRE-DATA dry run: it is built
#   from an ALREADY-COMMITTED prior-arm ledger, it carries that prior arm's basename in its own
#   filename, and NO classification limb, step, slot or target table may ever read it. It exists to
#   prove the builder was exercised over real bytes before the 16 h clock started.
# NOT A PREDICATE: this builder computes no predicate term, reads no threshold, decides nothing
#   and emits no verdict; it alters no Step, threshold, ordering or conditional. A column it
#   cannot compute is emitted EMPTY and never a substitute.
# NO FIT: no OLS fit, no slope, no standard error, no r2, no alpha, no t-statistic and no
#   significance claim is computed on any series in this file.
# (C1) SAMPLED, NOT EVENT-DRIVEN: the ledger scrapes every 10 s while LWM advances ~31 s apart,
#   so every 'at the moment LWM passes' reading here is THE FIRST SCRAPE AT OR AFTER the
#   advance -- a BUCKET, not an instant, carrying up to one cadence of lag.
# (C2) THE ADJ-7 BOUNDARY IS NOT CROSSED: eligible_refs (L) and ineligible_refs (P) are
#   PRE-drain; indexed_refs is POST-drain. No ratio is taken across that boundary anywhere in
#   this file, and the prohibited ratios P/indexed_refs and L/indexed_refs appear NOWHERE.
# (C3) MULTI-EVENT BUCKETS ARE REPORTED, NEVER SMOOTHED: a 10 s bucket carrying more than one
#   event does not separate into its events; the per-bucket event count is published
#   explicitly and is NEVER averaged into a per-event figure.
# UNITS DIFFER ON PURPOSE AND ARE NOT RECONCILED: indexed_refs is a REF COUNT, tombstone_bytes
#   is BYTES. No bytes-per-ref constant is assumed, fitted or implied anywhere in this file.
# The first non-'#' line below is the column header; every line after it is a data row.
# WINDOW: the COORDINATE LAST HALF -- rows whose elapsed_secs EXCEEDS the full ledger's elapsed
#   midpoint. One record per row i of that window at which topgun_or_prune_low_water_mark STRICTLY
#   INCREASES relative to row i-1. Row i-1 is the LEDGER's immediately preceding row, which for the
#   window's first row lies just outside the window; that is the literal reading of R3's derivation
#   and it is what makes the predicate defined for every row of the window.
# WHAT THIS LEDGER ANSWERS: what the AGGREGATE index looked like as the LWM walked past. WHAT IT
#   CANNOT DISTINGUISH: "epoch e's refs were never indexed" from "they were indexed and left the index
#   earlier". T1(a) -- per-epoch index membership -- is OUT-OF-SCOPE (a per-epoch labelled emission on
#   the prune path is a .rs change R0.4 forbids categorically); owner TODO-634. THIS TABLE IS NOT ITS
#   ANSWER and hypothesis (a) is addressed in DIRECTION ONLY.
# refs_per_indexed_epoch IS A MEAN OVER THE INDEX, NOT A PER-EPOCH VALUE. It is indexed_refs divided
#   by indexed_epochs, and it is EMPTY when indexed_epochs = 0.
# EVENTS_IN_BUCKET (C3) is the number of LWM ADVANCE EVENTS attributable to this bucket, read as the
#   delta of topgun_or_prune_lwm_advances_total across (i-1, i]. It is published, never averaged.
#   epochs_passed (lwm_after - lwm_before) is published beside it and is not assumed to be 1.
# The d_*_since_prev_pass columns are deltas since the PREVIOUS ROW OF THIS TABLE (the previous
#   LWM-pass bucket), exact between the two SAMPLED instants. On the first row of the table there is
#   no previous pass, so all three are EMPTY -- never zero, never a substitute.
# T1(b) AND T5 ARE ONE OBSERVATION REACHED BY TWO ROUTES wherever current_epoch == low_water_mark:
#   this table's rows are a PROJECTION of T5's epoch rows, and agreement between the two is a
#   RESTATEMENT, NOT CORROBORATION. The measured equality rate for this replicate is published in the
#   header of the t5-fate table.
t_secs,lwm_before,lwm_after,epochs_passed,current_epoch,indexed_refs,indexed_epochs,refs_per_indexed_epoch,eligible_refs,ineligible_refs,d_tombstone_bytes_since_prev_pass,d_bytes_freed_since_prev_pass,d_nonempty_drains_since_prev_pass,EVENTS_IN_BUCKET
8950,285,286,1,286,1161,2,580.500000,0,1040,22954,0,0,1
8980,286,287,1,287,1129,2,564.500000,0,1043,22264,0,0,1
9010,287,288,1,288,1121,2,560.500000,0,1028,22816,0,0,1
9040,288,289,1,289,1075,2,537.500000,0,1025,21942,0,0,1
9070,289,290,1,290,1076,2,538.000000,0,1010,23046,0,0,1
9100,290,291,1,291,1074,2,537.000000,0,1002,22931,0,0,1
9130,291,292,1,292,1045,2,522.500000,0,1001,22333,0,0,1
9170,292,293,1,293,1444,2,722.000000,0,1157,32223,0,0,1
9200,293,294,1,294,1408,2,704.000000,0,1059,22126,0,0,1
9230,294,295,1,295,1410,2,705.000000,0,1043,23046,0,0,1
9260,295,296,1,296,1362,2,681.000000,0,1042,21896,0,0,1
9290,296,297,1,297,1355,2,677.500000,0,1017,22839,0,0,1
9320,297,298,1,298,1198,2,599.000000,0,1057,19389,0,0,1
9350,298,299,1,299,1182,2,591.000000,0,1027,22632,0,0,1
9380,299,300,1,300,1180,2,590.000000,0,1022,22954,0,0,1
9410,300,301,1,301,1138,2,569.000000,0,1003,22034,0,0,1
9440,301,302,1,302,1138,2,569.000000,0,1070,23000,0,0,1
9470,302,303,1,303,1098,2,549.000000,0,1069,22080,0,0,1
9500,303,304,1,304,1104,2,552.000000,0,1061,23138,0,0,1
9530,304,305,1,305,1072,2,536.000000,0,1062,22264,0,0,1
9560,305,306,1,306,1068,2,534.000000,0,1041,22908,0,0,1
9591,306,307,1,307,1074,2,537.000000,0,1046,23138,0,0,1
9630,307,308,1,308,1303,2,651.500000,0,1053,28267,0,0,1
9660,308,309,1,309,1252,2,626.000000,0,1041,21850,0,0,1
9690,309,310,1,310,1245,2,622.500000,0,1017,22816,0,0,1
9720,310,311,1,311,1204,2,602.000000,0,1071,22057,0,0,1
9750,311,312,1,312,1194,2,597.000000,0,1061,22793,0,0,1
9780,312,313,1,313,1152,2,576.000000,0,1038,22011,0,0,1
9810,313,314,1,314,1153,2,576.500000,0,1037,23023,0,0,1
9840,314,315,1,315,1114,2,557.000000,0,1023,22126,0,0,1
9870,315,316,1,316,1119,2,559.500000,0,1023,23092,0,0,1
9910,316,317,1,317,1338,2,669.000000,0,1070,28037,0,0,1
9940,317,318,1,318,1330,2,665.000000,0,1095,22816,0,0,1
9970,318,319,1,319,1279,2,639.500000,0,1059,21827,0,0,1
10000,319,320,1,320,1277,2,638.500000,0,1041,22954,0,0,1
10030,320,321,1,321,1235,2,617.500000,0,1038,22034,0,0,1
10060,321,322,1,322,1220,2,610.000000,0,1009,22655,0,0,1
10090,322,323,1,323,1155,2,577.500000,0,1063,21505,0,0,1
10120,323,324,1,324,1151,2,575.500000,0,1041,22908,0,0,1
10150,324,325,1,325,1121,2,560.500000,0,1049,22333,0,0,1
10180,325,326,1,326,1118,2,559.000000,0,1032,22908,0,0,1
10221,326,327,1,327,1392,2,696.000000,0,1152,29302,0,0,1
10250,327,328,1,328,1356,2,678.000000,0,1051,22172,0,0,1
10280,328,329,1,329,1353,2,676.500000,0,1030,22931,0,0,1
10310,329,330,1,330,1305,2,652.500000,0,1031,21896,0,0,1
10340,330,331,1,331,1305,2,652.500000,0,1014,23000,0,0,1
10370,331,332,1,332,1256,2,628.000000,0,1004,21873,0,0,1
10400,332,333,1,333,1266,2,633.000000,0,1071,23230,0,0,1
10430,333,334,1,334,1223,2,611.500000,0,1070,22011,0,0,1
10460,334,335,1,335,1208,2,604.000000,0,1045,22655,0,0,1
10491,335,336,1,336,1198,2,599.000000,0,1015,22770,0,0,1
10520,336,337,1,337,1151,2,575.500000,0,1068,21919,0,0,1
10550,337,338,1,338,1164,2,582.000000,0,1057,23299,0,0,1
10580,338,339,1,339,1140,2,570.000000,0,1071,22448,0,0,1
10610,339,340,1,340,1121,2,560.500000,0,1044,22586,0,0,1
10640,340,341,1,341,1101,2,550.500000,0,1059,22517,0,0,1
10670,341,342,1,342,1097,2,548.500000,0,1038,22931,0,0,1
10700,342,343,1,343,1062,2,531.000000,0,1021,22172,0,0,1
10730,343,344,1,344,1057,2,528.500000,0,1016,22908,0,0,1
10770,344,345,1,345,1414,2,707.000000,0,1070,31188,0,0,1
10800,345,346,1,346,1367,2,683.500000,0,1058,21919,0,0,1
10830,346,347,1,347,1241,2,620.500000,0,1071,20102,0,0,1
10860,347,348,1,348,1191,2,595.500000,0,1059,21850,0,0,1
10890,348,349,1,349,1186,2,593.000000,0,1034,22908,0,0,1
10920,349,350,1,350,1156,2,578.000000,0,1032,22287,0,0,1
10950,350,351,1,351,1146,2,573.000000,0,1014,22770,0,0,1
10980,351,352,1,352,1127,2,563.500000,0,1056,22586,0,0,1
11010,352,353,1,353,1074,2,537.000000,0,1045,21758,0,0,1
11040,353,354,1,354,1076,2,538.000000,0,1029,23046,0,0,1
11070,354,355,1,355,1041,2,520.500000,0,1041,22195,0,0,1
11100,355,356,1,356,1047,2,523.500000,0,1033,23138,0,0,1
11140,356,357,1,357,1285,2,642.500000,0,1072,28474,0,0,1
11170,357,358,1,358,1286,2,643.000000,0,1057,23023,0,0,1
11200,358,359,1,359,1288,2,644.000000,0,1066,23046,0,0,1
11230,359,360,1,360,1235,2,617.500000,0,1039,21781,0,0,1
11260,360,361,1,361,1226,2,613.000000,0,1012,22793,0,0,1
11290,361,362,1,362,1175,2,587.500000,0,1080,21827,0,0,1
11320,362,363,1,363,1170,2,585.000000,0,1051,22885,0,0,1
11350,363,364,1,364,1125,2,562.500000,0,1046,21965,0,0,1
11380,364,365,1,365,1116,2,558.000000,0,1020,22793,0,0,1
11420,365,366,1,366,1340,2,670.000000,0,1039,28152,0,0,1
11450,366,367,1,367,1290,2,645.000000,0,1002,21850,0,0,1
11480,367,368,1,368,1285,2,642.500000,0,1069,22885,0,0,1
11510,368,369,1,369,1244,2,622.000000,0,1050,22057,0,0,1
11540,369,370,1,370,1249,2,624.500000,0,1033,23115,0,0,1
11570,370,371,1,371,1202,2,601.000000,0,1034,21919,0,0,1
11600,371,372,1,372,1209,2,604.500000,0,1021,23207,0,0,1
11630,372,373,1,373,1162,2,581.000000,0,1008,21873,0,0,1
11660,373,374,1,374,1148,2,574.000000,0,1056,22678,0,0,1
11690,374,375,1,375,1097,2,548.500000,0,1042,21827,0,0,1
11730,375,376,1,376,1368,2,684.000000,0,1032,29233,0,0,1
11760,376,377,1,377,1327,2,663.500000,0,1110,22057,0,0,1
11790,377,378,1,378,1325,2,662.500000,0,1012,22954,0,0,1
11820,378,379,1,379,1282,2,641.000000,0,1064,22011,0,0,1
11850,379,380,1,380,1274,2,637.000000,0,1061,22816,0,0,1
11880,380,381,1,381,1237,2,618.500000,0,1045,22149,0,0,1
11910,381,382,1,382,1230,2,615.000000,0,1037,22839,0,0,1
11940,382,383,1,383,1187,2,593.500000,0,1026,22011,0,0,1
11970,383,384,1,384,1182,2,591.000000,0,1016,22885,0,0,1
12000,384,385,1,385,1150,2,575.000000,0,1009,22264,0,0,1
12030,385,386,1,386,1036,2,518.000000,0,1031,20378,0,0,1
12060,386,387,1,387,1026,2,513.000000,0,1022,22770,0,0,1
12100,387,388,1,388,1381,2,690.500000,0,1002,31165,0,0,1
12130,388,389,1,389,1336,2,668.000000,0,1002,21988,23000,1,1
12160,389,390,1,390,1351,2,675.500000,0,1068,23322,0,0,1
12191,390,391,1,391,1350,2,675.000000,0,1070,22977,0,0,1
12220,391,392,1,392,1309,2,654.500000,0,1057,22057,0,0,1
12250,392,393,1,393,1304,2,652.000000,0,1047,22885,0,0,1
12280,393,394,1,394,1264,2,632.000000,0,1032,22080,0,0,1
12310,394,395,1,395,1137,2,568.500000,0,1036,20079,0,0,1
12340,395,396,1,396,1090,2,545.000000,0,1023,21919,0,0,1
12370,396,397,1,397,1093,2,546.500000,0,1011,23069,0,0,1
12400,397,398,1,398,1046,2,523.000000,0,1001,21942,0,0,1
12440,398,399,1,399,1428,2,714.000000,0,1056,31763,0,0,1
12470,399,400,1,400,1386,2,693.000000,0,1054,22057,0,0,1
12500,400,401,1,401,1385,2,692.500000,0,1038,22954,0,0,1
12530,401,402,1,402,1337,2,668.500000,0,1105,21896,0,0,1
12560,402,403,1,403,1322,2,661.000000,0,1067,22655,0,0,1
12590,403,404,1,404,1270,2,635.000000,0,1041,21804,0,0,1
12620,404,405,1,405,1263,2,631.500000,0,1015,22839,0,0,1
12650,405,406,1,406,1223,2,611.500000,0,1069,22080,0,0,1
12680,406,407,1,407,1220,2,610.000000,0,1070,22931,0,0,1
12710,407,408,1,408,1216,2,608.000000,0,1051,22908,0,0,1
12740,408,409,1,409,1159,2,579.500000,0,1045,21689,0,0,1
12770,409,410,1,410,1156,2,578.000000,0,1026,22931,0,0,1
12800,410,411,1,411,1103,2,551.500000,0,1071,21781,0,0,1
12830,411,412,1,412,1103,2,551.500000,0,1077,23023,0,0,1
12860,412,413,1,413,1096,2,548.000000,0,1054,22816,0,0,1
12900,413,414,1,414,1439,2,719.500000,0,1046,30889,0,0,1
12930,414,415,1,415,1321,2,660.500000,0,1059,20286,0,0,1
12960,415,416,1,416,1279,2,639.500000,0,1064,22034,0,0,1
12990,416,417,1,417,1270,2,635.000000,0,1046,22793,0,0,1
13020,417,418,1,418,1213,2,606.500000,0,1031,21712,0,0,1
13050,418,419,1,419,1197,2,598.500000,0,1004,22609,0,0,1
13080,419,420,1,420,1196,2,598.000000,0,1055,22977,0,0,1
13110,420,421,1,421,1136,2,568.000000,0,1037,21620,0,0,1
13140,421,422,1,422,1131,2,565.500000,0,1011,22885,0,0,1
13170,422,423,1,423,1084,2,542.000000,0,1004,21942,0,0,1
13200,423,424,1,424,1078,2,539.000000,0,1064,22862,0,0,1
13240,424,425,1,425,1320,2,660.000000,0,1019,28543,0,0,1
13270,425,426,1,426,1323,2,661.500000,0,1079,23069,0,0,1
13300,426,427,1,427,1274,2,637.000000,0,1073,21873,0,0,1
13330,427,428,1,428,1263,2,631.500000,0,1044,22747,0,0,1
13360,428,429,1,429,1221,2,610.500000,0,1022,22034,0,0,1
13390,429,430,1,430,1207,2,603.500000,0,1016,22678,0,0,1
13420,430,431,1,431,1153,2,576.500000,0,1064,21781,23000,1,1
13450,431,432,1,432,1157,2,578.500000,0,1073,23069,0,0,1
13480,432,433,1,433,1111,2,555.500000,0,1051,21942,0,0,1
13510,433,434,1,434,1101,2,550.500000,0,1028,22770,0,0,1
13550,434,435,1,435,1435,2,717.500000,0,1072,30682,0,0,1
13580,435,436,1,436,1423,2,711.500000,0,1049,22747,0,0,1
13610,436,437,1,437,1378,2,689.000000,0,1038,21942,0,0,1
13640,437,438,1,438,1363,2,681.500000,0,1012,22655,0,0,1
13670,438,439,1,439,1299,2,649.500000,0,1072,21528,0,0,1
13700,439,440,1,440,1275,2,637.500000,0,1024,22448,0,0,1
13731,440,441,1,441,1270,2,635.000000,0,1014,22885,0,0,1
13760,441,442,1,442,1219,2,609.500000,0,1072,21827,0,0,1
13790,442,443,1,443,1211,2,605.500000,0,1070,22816,0,0,1
13820,443,444,1,444,1154,2,577.000000,0,1003,21689,0,0,1
13850,444,445,1,445,1143,2,571.500000,0,1052,22747,0,0,1
13880,445,446,1,446,1089,2,544.500000,0,1034,21758,0,0,1
13910,446,447,1,447,1082,2,541.000000,0,1013,22839,0,0,1
13940,447,448,1,448,1033,2,516.500000,0,1010,21873,0,0,1
13980,448,449,1,449,1408,2,704.000000,0,1051,31625,0,0,1
14010,449,450,1,450,1363,2,681.500000,0,1043,21965,0,0,1
14040,450,451,1,451,1360,2,680.000000,0,1024,22931,0,0,1
14070,451,452,1,452,1314,2,657.000000,0,1097,21988,0,0,1
14100,452,453,1,453,1311,2,655.500000,0,1077,22885,0,0,1
14130,453,454,1,454,1143,2,571.500000,0,1070,19136,0,0,1
14160,454,455,1,455,1144,2,572.000000,0,1073,23023,0,0,1
14190,455,456,1,456,1107,2,553.500000,0,1059,22149,0,0,1
14220,456,457,1,457,1050,2,525.000000,0,1009,21689,0,0,1
14260,457,458,1,458,1405,2,702.500000,0,1071,31165,0,0,1
14290,458,459,1,459,1385,2,692.500000,0,1062,22540,0,0,1
14320,459,460,1,460,1341,2,670.500000,0,1038,21988,0,0,1
14350,460,461,1,461,1342,2,671.000000,0,1114,23023,0,0,1
14380,461,462,1,462,1343,2,671.500000,0,1024,23023,0,0,1
