# T1(b) -- LWM-PASS LEDGER (coordinate last half). DERIVED (R3.3).
# BUILDER: spec356c-targets.sh -- SPEC-356c R3.4's ONE target builder, committed before the data.
# SUBJECT: spec356c-long-r1.prune.csv    PRIOR-DURATION ARM: spec356-long.prune.csv
# STATUS:  replicate target table (R3.3). It is an OBSERVATION accompanying the frozen
#   classification and is read by no limb, step or slot.
# NOT A PREDICATE: this builder computes no predicate term, reads no threshold, decides nothing
#   and emits no verdict; it alters no Step, threshold, ordering or conditional. A column it
#   cannot compute is emitted EMPTY and never a substitute.
# NO FIT: no OLS fit, no slope, no standard error, no r2, no alpha, no t-statistic and no
#   significance claim is computed on any series in this file.
# (C1) SAMPLED, NOT EVENT-DRIVEN: the ledger scrapes every 10 s while LWM advances ~31 s apart,
#   so every 'at the moment LWM passes' reading here is THE FIRST SCRAPE AT OR AFTER the
#   advance -- a BUCKET, not an instant, carrying up to one cadence of lag.
# (C2) THE ADJ-7 BOUNDARY IS NOT CROSSED: eligible_refs (L) and ineligible_refs (P) are
#   PRE-drain; indexed_refs is POST-drain. No ratio is taken across that boundary anywhere in
#   this file, and the prohibited ratios P/indexed_refs and L/indexed_refs appear NOWHERE.
# (C3) MULTI-EVENT BUCKETS ARE REPORTED, NEVER SMOOTHED: a 10 s bucket carrying more than one
#   event does not separate into its events; the per-bucket event count is published
#   explicitly and is NEVER averaged into a per-event figure.
# UNITS DIFFER ON PURPOSE AND ARE NOT RECONCILED: indexed_refs is a REF COUNT, tombstone_bytes
#   is BYTES. No bytes-per-ref constant is assumed, fitted or implied anywhere in this file.
# The first non-'#' line below is the column header; every line after it is a data row.
# WINDOW: the COORDINATE LAST HALF -- rows whose elapsed_secs EXCEEDS the full ledger's elapsed
#   midpoint. One record per row i of that window at which topgun_or_prune_low_water_mark STRICTLY
#   INCREASES relative to row i-1. Row i-1 is the LEDGER's immediately preceding row, which for the
#   window's first row lies just outside the window; that is the literal reading of R3's derivation
#   and it is what makes the predicate defined for every row of the window.
# WHAT THIS LEDGER ANSWERS: what the AGGREGATE index looked like as the LWM walked past. WHAT IT
#   CANNOT DISTINGUISH: "epoch e's refs were never indexed" from "they were indexed and left the index
#   earlier". T1(a) -- per-epoch index membership -- is OUT-OF-SCOPE (a per-epoch labelled emission on
#   the prune path is a .rs change R0.4 forbids categorically); owner TODO-634. THIS TABLE IS NOT ITS
#   ANSWER and hypothesis (a) is addressed in DIRECTION ONLY.
# refs_per_indexed_epoch IS A MEAN OVER THE INDEX, NOT A PER-EPOCH VALUE. It is indexed_refs divided
#   by indexed_epochs, and it is EMPTY when indexed_epochs = 0.
# EVENTS_IN_BUCKET (C3) is the number of LWM ADVANCE EVENTS attributable to this bucket, read as the
#   delta of topgun_or_prune_lwm_advances_total across (i-1, i]. It is published, never averaged.
#   epochs_passed (lwm_after - lwm_before) is published beside it and is not assumed to be 1.
# The d_*_since_prev_pass columns are deltas since the PREVIOUS ROW OF THIS TABLE (the previous
#   LWM-pass bucket), exact between the two SAMPLED instants. On the first row of the table there is
#   no previous pass, so all three are EMPTY -- never zero, never a substitute.
# T1(b) AND T5 ARE ONE OBSERVATION REACHED BY TWO ROUTES wherever current_epoch == low_water_mark:
#   this table's rows are a PROJECTION of T5's epoch rows, and agreement between the two is a
#   RESTATEMENT, NOT CORROBORATION. The measured equality rate for this replicate is published in the
#   header of the t5-fate table.
t_secs,lwm_before,lwm_after,epochs_passed,current_epoch,indexed_refs,indexed_epochs,refs_per_indexed_epoch,eligible_refs,ineligible_refs,d_tombstone_bytes_since_prev_pass,d_bytes_freed_since_prev_pass,d_nonempty_drains_since_prev_pass,EVENTS_IN_BUCKET
16070,512,513,1,513,1340,2,670.000000,0,1046,22333,0,0,1
16100,513,514,1,514,1273,2,636.500000,0,1009,21459,0,0,1
16130,514,515,1,515,1256,2,628.000000,0,1071,22609,0,0,1
16160,515,516,1,516,1180,2,590.000000,0,1017,21252,0,0,1
16190,516,517,1,517,1146,2,573.000000,0,1062,22218,0,0,1
16230,517,518,1,518,1373,2,686.500000,0,1048,28221,0,0,1
16260,518,519,1,519,1360,2,680.000000,0,1034,22701,0,0,1
16290,519,520,1,520,1295,2,647.500000,0,1002,21505,0,0,1
16320,520,521,1,521,1263,2,631.500000,0,1053,22264,0,0,1
16350,521,522,1,522,1190,2,595.000000,0,1007,21321,0,0,1
16380,522,523,1,523,1173,2,586.500000,0,1053,22632,0,0,1
16410,523,524,1,524,1148,2,574.000000,0,1027,22425,0,0,1
16440,524,525,1,525,1070,2,535.000000,0,1051,21183,0,0,1
16470,525,526,1,526,1040,2,520.000000,0,1028,22310,0,0,1
16510,526,527,1,527,1234,2,617.000000,0,1064,27462,0,0,1
16540,527,528,1,528,1208,2,604.000000,0,1037,22402,0,0,1
16570,528,529,1,529,1142,2,571.000000,0,1074,21482,0,0,1
16600,529,530,1,530,1109,2,554.500000,0,1044,22264,0,0,1
16640,530,531,1,531,1428,2,714.000000,0,1067,30314,0,0,1
16670,531,532,1,532,1398,2,699.000000,0,1119,22310,0,0,1
16700,532,533,1,533,1312,2,656.000000,0,1057,21022,0,0,1
16730,533,534,1,534,1279,2,639.500000,0,1010,22241,0,0,1
16760,534,535,1,535,1214,2,607.000000,0,1067,21505,0,0,1
16790,535,536,1,536,1189,2,594.500000,0,1020,22425,0,0,1
16830,536,537,1,537,1372,2,686.000000,0,1004,27232,0,0,1
16860,537,538,1,538,1340,2,670.000000,0,1017,22241,0,0,1
16890,538,539,1,539,1264,2,632.000000,0,1069,21252,0,0,1
16920,539,540,1,540,1233,2,616.500000,0,1012,22287,0,0,1
16950,540,541,1,541,1169,2,584.500000,0,1071,21528,0,0,1
16980,541,542,1,542,1144,2,572.000000,0,1033,22448,0,0,1
17010,542,543,1,543,1060,2,530.000000,0,1048,21045,0,0,1
17040,543,544,1,544,1015,2,507.500000,0,1010,21988,0,0,1
17080,544,545,1,545,1336,2,668.000000,0,1049,30360,0,0,1
17110,545,546,1,546,1207,2,603.500000,0,1025,20033,0,0,1
17140,546,547,1,547,1159,2,579.500000,0,1047,21919,0,0,1
17170,547,548,1,548,1081,2,540.500000,0,1009,21183,0,0,1
17200,548,549,1,549,1035,2,517.500000,0,1024,21942,0,0,1
17240,549,550,1,550,1335,2,667.500000,0,1068,29900,0,0,1
17270,550,551,1,551,1295,2,647.500000,0,1011,22080,0,0,1
17300,551,552,1,552,1230,2,615.000000,0,1056,21505,0,0,1
17330,552,553,1,553,1175,2,587.500000,0,1065,21758,0,0,1
17360,553,554,1,554,1097,2,548.500000,0,1004,21183,0,0,1
17390,554,555,1,555,1061,2,530.500000,0,1058,22172,0,0,1
17430,555,556,1,556,1248,2,624.000000,0,1016,27301,0,0,1
17460,556,557,1,557,1214,2,607.000000,0,1060,22241,0,0,1
17490,557,558,1,558,1116,2,558.000000,0,1062,20769,0,0,1
17520,558,559,1,559,1085,2,542.500000,0,1033,22264,0,0,1
17560,559,560,1,560,1385,2,692.500000,0,1050,29900,0,0,1
17590,560,561,1,561,1342,2,671.000000,0,1026,21988,0,0,1
17620,561,562,1,562,1297,2,648.500000,0,1043,21965,0,0,1
17650,562,563,1,563,1222,2,611.000000,0,1082,21275,0,0,1
17680,563,564,1,564,1172,2,586.000000,0,1015,21850,0,0,1
17720,564,565,1,565,1372,2,686.000000,0,1142,27600,0,0,1
17750,565,566,1,566,1343,2,671.500000,0,1029,22333,0,0,1
17780,566,567,1,567,1264,2,632.000000,0,1046,21206,0,0,1
17810,567,568,1,568,1233,2,616.500000,0,1035,22264,0,0,1
17840,568,569,1,569,1158,2,579.000000,0,1048,21275,0,0,1
17870,569,570,1,570,1105,2,552.500000,0,1009,21781,0,0,1
17900,570,571,1,571,1058,2,529.000000,0,1020,21942,0,0,1
17940,571,572,1,572,1353,2,676.500000,0,1070,29762,0,0,1
17971,572,573,1,573,1304,2,652.000000,0,1001,21873,0,0,1
18000,573,574,1,574,1238,2,619.000000,0,1046,21482,0,0,1
18030,574,575,1,575,1079,2,539.500000,0,1044,19343,0,0,1
18070,575,576,1,576,1386,2,693.000000,0,1161,30061,0,0,1
18100,576,577,1,577,1338,2,669.000000,0,1031,21896,0,0,1
18130,577,578,1,578,1268,2,634.000000,0,1052,21390,0,0,1
18160,578,579,1,579,1238,2,619.000000,0,1030,22310,0,0,1
18190,579,580,1,580,1166,2,583.000000,0,1060,21367,0,0,1
18220,580,581,1,581,1117,2,558.500000,0,1013,21850,0,0,1
18250,581,582,1,582,1026,2,513.000000,0,1024,20907,0,0,1
18290,582,583,1,583,1357,2,678.500000,0,1059,30613,0,0,1
18320,583,584,1,584,1164,2,582.000000,0,1007,18584,0,0,1
18350,584,585,1,585,1122,2,561.000000,0,1042,22011,0,0,1
18390,585,586,1,586,1426,2,713.000000,0,1059,29992,0,0,1
18420,586,587,1,587,1382,2,691.000000,0,1167,21988,0,0,1
18450,587,588,1,588,1307,2,653.500000,0,1041,21275,0,0,1
18480,588,589,1,589,1255,2,627.500000,0,1057,21804,0,0,1
18511,589,590,1,590,1219,2,609.500000,0,1029,22172,0,0,1
18540,590,591,1,591,1144,2,572.000000,0,1052,21275,0,0,1
18570,591,592,1,592,1092,2,546.000000,0,1011,21850,0,0,1
18610,592,593,1,593,1271,2,635.500000,0,1031,27071,0,0,1
18640,593,594,1,594,1228,2,614.000000,0,1057,22011,0,0,1
18670,594,595,1,595,1161,2,580.500000,0,1016,21459,0,0,1
18700,595,596,1,596,1125,2,562.500000,0,1067,22172,0,0,1
18730,596,597,1,597,1069,2,534.500000,0,1001,21712,0,0,1
18770,597,598,1,598,1359,2,679.500000,0,1114,29670,0,0,1
18800,598,599,1,599,1316,2,658.000000,0,1051,22034,0,0,1
18830,599,600,1,600,1242,2,621.000000,0,1003,21275,0,0,1
18860,600,601,1,601,1193,2,596.500000,0,1051,21873,0,0,1
18890,601,602,1,602,1152,2,576.000000,0,1069,22057,0,0,1
18930,602,603,1,603,1364,2,682.000000,0,1064,27899,0,0,1
18960,603,604,1,604,1321,2,660.500000,0,1006,21988,0,0,1
18990,604,605,1,605,1236,2,618.000000,0,1040,21045,0,0,1
19020,605,606,1,606,1178,2,589.000000,0,1043,21689,0,0,1
19050,606,607,1,607,1085,2,542.500000,0,1003,20838,0,0,1
19080,607,608,1,608,1036,2,518.000000,0,1008,21873,0,0,1
19120,608,609,1,609,1350,2,675.000000,0,1132,30222,0,0,1
19150,609,610,1,610,1296,2,648.000000,0,1077,21758,0,0,1
19180,610,611,1,611,1206,2,603.000000,0,1010,20930,0,0,1
19210,611,612,1,612,1139,2,569.500000,0,1036,21459,0,0,1
19240,612,613,1,613,1086,2,543.000000,0,1044,21781,0,0,1
19280,613,614,1,614,1378,2,689.000000,0,1010,29716,0,0,1
19310,614,615,1,615,1348,2,674.000000,0,1045,22310,0,0,1
19340,615,616,1,616,1269,2,634.500000,0,1009,21183,0,0,1
19370,616,617,1,617,1224,2,612.000000,0,1020,21965,0,0,1
19400,617,618,1,618,1141,2,570.500000,0,1068,21091,0,0,1
19430,618,619,1,619,1099,2,549.500000,0,1004,22034,0,0,1
19470,619,620,1,620,1394,2,697.000000,0,1019,29808,0,0,1
19500,620,621,1,621,1335,2,667.500000,0,1047,21620,0,0,1
19530,621,622,1,622,1133,2,566.500000,0,1042,18377,0,0,1
19560,622,623,1,623,1089,2,544.500000,0,1007,21965,0,0,1
19600,623,624,1,624,1355,2,677.500000,0,1002,29118,0,0,1
19630,624,625,1,625,1291,2,645.500000,0,1012,21528,0,0,1
19660,625,626,1,626,1212,2,606.000000,0,1039,21183,0,0,1
19690,626,627,1,627,1168,2,584.000000,0,1073,21988,0,0,1
19730,627,628,1,628,1458,2,729.000000,0,1070,29670,0,0,1
19760,628,629,1,629,1399,2,699.500000,0,1040,21643,0,0,1
19790,629,630,1,630,1307,2,653.500000,0,1039,20884,0,0,1
19820,630,631,1,631,1154,2,577.000000,0,1010,19481,0,0,1
19850,631,632,1,632,1064,2,532.000000,0,1002,20930,0,0,1
19890,632,633,1,633,1395,2,697.500000,0,1013,30613,0,0,1
19920,633,634,1,634,1286,2,643.000000,0,1037,20516,0,0,1
19950,634,635,1,635,1236,2,618.000000,0,1053,21827,0,0,1
19980,635,636,1,636,1183,2,591.500000,0,1005,21781,0,0,1
20010,636,637,1,637,1080,2,540.000000,0,1072,20631,0,0,1
20040,637,638,1,638,1026,2,513.000000,0,1024,21781,0,0,1
20080,638,639,1,639,1314,2,657.000000,0,1034,29601,0,0,1
20110,639,640,1,640,1122,2,561.000000,0,1020,18607,0,0,1
20140,640,641,1,641,1027,2,513.500000,0,1018,20792,0,0,1
20180,641,642,1,642,1350,2,675.000000,0,1048,30429,0,0,1
20210,642,643,1,643,1261,2,630.500000,0,1054,20953,0,0,1
20240,643,644,1,644,1228,2,614.000000,0,1034,22264,0,0,1
20270,644,645,1,645,1132,2,566.000000,0,1035,20769,0,0,1
20300,645,646,1,646,1082,2,541.000000,0,1045,21873,0,0,1
20340,646,647,1,647,1360,2,680.000000,0,1063,29371,0,0,1
20370,647,648,1,648,1299,2,649.500000,0,1003,21643,0,0,1
20400,648,649,1,649,1201,2,600.500000,0,1019,20723,0,0,1
20440,649,650,1,650,1392,2,696.000000,0,1071,27370,0,0,1
20470,650,651,1,651,1302,2,651.000000,0,1022,20930,0,0,1
20500,651,652,1,652,1240,2,620.000000,0,1020,21574,0,0,1
20530,652,653,1,653,1182,2,591.000000,0,1046,21712,0,0,1
20560,653,654,1,654,1099,2,549.500000,0,1056,21045,0,0,1
20590,654,655,1,655,1058,2,529.000000,0,1024,22057,0,0,1
20630,655,656,1,656,1327,2,663.500000,0,1023,29210,0,0,1
20660,656,657,1,657,1270,2,635.000000,0,1041,21689,0,0,1
20690,657,658,1,658,1155,2,577.500000,0,1039,20332,0,0,1
20730,658,659,1,659,1346,2,673.000000,0,1112,27393,0,0,1
20760,659,660,1,660,1238,2,619.000000,0,1025,20539,0,0,1
20790,660,661,1,661,1158,2,579.000000,0,1009,21160,0,0,1
20820,661,662,1,662,1041,2,520.500000,0,1020,20286,0,0,1
20860,662,663,1,663,1355,2,677.500000,0,1016,30222,0,0,1
20890,663,664,1,664,1252,2,626.000000,0,1037,20631,0,0,1
20920,664,665,1,665,1191,2,595.500000,0,1028,21597,0,0,1
20950,665,666,1,666,1093,2,546.500000,0,1053,20746,0,0,1
20990,666,667,1,667,1387,2,693.500000,0,1036,29762,0,0,1
21020,667,668,1,668,1265,2,632.500000,0,1063,20194,0,0,1
21050,668,669,1,669,1187,2,593.500000,0,1040,21229,0,0,1
21080,669,670,1,670,1074,2,537.000000,0,1049,20378,0,0,1
21120,670,671,1,671,1382,2,691.000000,0,1039,30084,0,0,1
21150,671,672,1,672,1284,2,642.000000,0,1060,20746,0,0,1
21180,672,673,1,673,1206,2,603.000000,0,1038,21206,0,0,1
21211,673,674,1,674,1113,2,556.500000,0,1012,20907,0,0,1
21250,674,675,1,675,1370,2,685.000000,0,1024,28888,0,0,1
21280,675,676,1,676,1297,2,648.500000,0,1004,21321,0,0,1
21310,676,677,1,677,1074,2,537.000000,0,1049,17848,0,0,1
21350,677,678,1,678,1356,2,678.000000,0,1052,29486,0,0,1
21380,678,679,1,679,1291,2,645.500000,0,1004,21528,0,0,1
21410,679,680,1,680,1220,2,610.000000,0,1068,21367,0,0,1
21440,680,681,1,681,1131,2,565.500000,0,1017,20930,0,0,1
21470,681,682,1,682,1057,2,528.500000,0,1006,21321,0,0,1
21510,682,683,1,683,1321,2,660.500000,0,1020,29049,0,0,1
21540,683,684,1,684,1248,2,624.000000,0,1008,21321,0,0,1
21570,684,685,1,685,1127,2,563.500000,0,1001,20240,0,0,1
21600,685,686,1,686,1070,2,535.000000,0,1004,21666,0,0,1
21640,686,687,1,687,1242,2,621.000000,0,1027,26956,0,0,1
21670,687,688,1,688,1180,2,590.000000,0,1029,21574,0,0,1
21700,688,689,1,689,1093,2,546.500000,0,1036,21022,0,0,1
21740,689,690,1,690,1384,2,692.000000,0,1043,29670,0,0,1
21770,690,691,1,691,1290,2,645.000000,0,1034,20838,0,0,1
21800,691,692,1,692,1224,2,612.000000,0,1048,21482,0,0,1
21830,692,693,1,693,1130,2,565.000000,0,1056,20838,0,0,1
21870,693,694,1,694,1414,2,707.000000,0,1054,29532,0,0,1
21900,694,695,1,695,1291,2,645.500000,0,1045,20171,0,0,1
21930,695,696,1,696,1121,2,560.500000,0,1040,19113,0,0,1
21970,696,697,1,697,1367,2,683.500000,0,1031,28635,0,0,1
22000,697,698,1,698,1288,2,644.000000,0,1026,21183,0,0,1
22030,698,699,1,699,1174,2,587.000000,0,1006,20378,0,0,1
22060,699,700,1,700,1097,2,548.500000,0,1009,21252,0,0,1
22100,700,701,1,701,1360,2,680.000000,0,1069,29026,0,0,1
22130,701,702,1,702,1292,2,646.000000,0,1088,21436,0,0,1
22160,702,703,1,703,1182,2,591.000000,0,1069,20470,0,0,1
22190,703,704,1,704,1109,2,554.500000,0,1044,21321,0,0,1
22230,704,705,1,705,1366,2,683.000000,0,1076,28911,0,0,1
22260,705,706,1,706,1283,2,641.500000,0,1049,21091,0,0,1
22290,706,707,1,707,1202,2,601.000000,0,1052,21137,0,0,1
22320,707,708,1,708,1087,2,543.500000,0,1032,20378,0,0,1
22360,708,709,1,709,1390,2,695.000000,0,1045,29969,0,0,1
22390,709,710,1,710,1275,2,637.500000,0,1023,20332,0,0,1
22420,710,711,1,711,1211,2,605.500000,0,1043,21528,0,0,1
22450,711,712,1,712,1103,2,551.500000,0,1029,20562,0,0,1
22490,712,713,1,713,1381,2,690.500000,0,1036,29348,0,0,1
22520,713,714,1,714,1170,2,585.000000,0,1010,18147,0,0,1
22550,714,715,1,715,1102,2,551.000000,0,1025,21459,0,0,1
22590,715,716,1,716,1355,2,677.500000,0,1012,28796,0,0,1
22620,716,717,1,717,1267,2,633.500000,0,1074,20976,0,0,1
22650,717,718,1,718,1159,2,579.500000,0,1060,20516,0,0,1
22680,718,719,1,719,1070,2,535.000000,0,1034,20953,0,0,1
22720,719,720,1,720,1327,2,663.500000,0,1050,28911,0,0,1
22750,720,721,1,721,1252,2,626.000000,0,1034,21275,0,0,1
22780,721,722,1,722,1138,2,569.000000,0,1028,20378,0,0,1
22820,722,723,1,723,1322,2,661.000000,0,1001,27232,0,0,1
22850,723,724,1,724,1202,2,601.000000,0,1005,20263,0,0,1
22880,724,725,1,725,1116,2,558.000000,0,1048,20999,0,0,1
22920,725,726,1,726,1351,2,675.500000,0,1043,28405,0,0,1
22950,726,727,1,727,1273,2,636.500000,0,1016,21206,0,0,1
22980,727,728,1,728,1152,2,576.000000,0,1013,20240,0,0,1
23010,728,729,1,729,1082,2,541.000000,0,1075,21390,0,0,1
23050,729,730,1,730,1331,2,665.500000,0,1004,28704,0,0,1
23080,730,731,1,731,1264,2,632.000000,0,1067,21482,0,0,1
23110,731,732,1,732,1126,2,563.000000,0,1036,19803,0,0,1
23150,732,733,1,733,1339,2,669.500000,0,1067,27922,0,0,1
23180,733,734,1,734,1213,2,606.500000,0,1040,20079,0,0,1
23210,734,735,1,735,1131,2,565.500000,0,1017,21137,0,0,1
23250,735,736,1,736,1355,2,677.500000,0,1143,28152,0,0,1
23280,736,737,1,737,1291,2,645.500000,0,1052,21505,0,0,1
23310,737,738,1,738,1177,2,588.500000,0,1036,20401,0,0,1
23340,738,739,1,739,1105,2,552.500000,0,1048,21321,0,0,1
23380,739,740,1,740,1362,2,681.000000,0,1027,28911,0,0,1
23410,740,741,1,741,1168,2,584.000000,0,1065,18538,0,0,1
23440,741,742,1,742,1063,2,531.500000,0,1059,20585,0,0,1
23480,742,743,1,743,1374,2,687.000000,0,1015,30153,0,0,1
23510,743,744,1,744,1269,2,634.500000,0,1010,20585,0,0,1
23540,744,745,1,745,1190,2,595.000000,0,1012,21183,0,0,1
23570,745,746,1,746,1108,2,554.000000,0,1060,21114,0,0,1
23610,746,747,1,747,1337,2,668.500000,0,1060,28336,0,0,1
23640,747,748,1,748,1241,2,620.500000,0,1021,20723,0,0,1
23670,748,749,1,749,1107,2,553.500000,0,1013,19918,0,0,1
23710,749,750,1,750,1284,2,642.000000,0,1033,27071,0,0,1
23740,750,751,1,751,1154,2,577.000000,0,1024,20010,0,0,1
23770,751,752,1,752,1080,2,540.000000,0,1008,21298,0,0,1
23810,752,753,1,753,1322,2,661.000000,0,1077,28566,0,0,1
23840,753,754,1,754,1237,2,618.500000,0,1043,21045,0,0,1
