# T5 -- EPOCH CONTENT FATE LEDGER (coordinate last half). DERIVED, ONE COLUMN OUT-OF-SCOPE (R3.3).
# BUILDER: spec356c-targets.sh -- SPEC-356c R3.4's ONE target builder, committed before the data.
# SUBJECT: spec356c-long-r2.prune.csv    PRIOR-DURATION ARM: spec356-long.prune.csv
# STATUS:  replicate target table (R3.3). It is an OBSERVATION accompanying the frozen
#   classification and is read by no limb, step or slot.
# NOT A PREDICATE: this builder computes no predicate term, reads no threshold, decides nothing
#   and emits no verdict; it alters no Step, threshold, ordering or conditional. A column it
#   cannot compute is emitted EMPTY and never a substitute.
# NO FIT: no OLS fit, no slope, no standard error, no r2, no alpha, no t-statistic and no
#   significance claim is computed on any series in this file.
# (C1) SAMPLED, NOT EVENT-DRIVEN: the ledger scrapes every 10 s while LWM advances ~31 s apart,
#   so every 'at the moment LWM passes' reading here is THE FIRST SCRAPE AT OR AFTER the
#   advance -- a BUCKET, not an instant, carrying up to one cadence of lag.
# (C2) THE ADJ-7 BOUNDARY IS NOT CROSSED: eligible_refs (L) and ineligible_refs (P) are
#   PRE-drain; indexed_refs is POST-drain. No ratio is taken across that boundary anywhere in
#   this file, and the prohibited ratios P/indexed_refs and L/indexed_refs appear NOWHERE.
# (C3) MULTI-EVENT BUCKETS ARE REPORTED, NEVER SMOOTHED: a 10 s bucket carrying more than one
#   event does not separate into its events; the per-bucket event count is published
#   explicitly and is NEVER averaged into a per-event figure.
# UNITS DIFFER ON PURPOSE AND ARE NOT RECONCILED: indexed_refs is a REF COUNT, tombstone_bytes
#   is BYTES. No bytes-per-ref constant is assumed, fitted or implied anywhere in this file.
# The first non-'#' line below is the column header; every line after it is a data row.
# WINDOW: the COORDINATE LAST HALF -- the SAME window the R8.1 walk reads, so this ledger and the walk
#   describe the same rows. One row per epoch observed there as a topgun_or_prune_current_epoch value.
# WHAT THIS LEDGER ANSWERS: which content arrived, when the watermark passed it, whether anything ever
#   drained it, and what the prune attributed. WHAT IT DOES NOT ANSWER: whether that content was ever
#   in the drainable index -- that is T1(a), OUT-OF-SCOPE, owner TODO-634.
# THE COLUMN NAME CARRIES ITS OWN MARKER: indexed_refs_at_lwm_pass__AGGREGATE_NOT_PER_EPOCH is the
#   AGGREGATE index gauge at the first scrape at or after the LWM passed this epoch. It is OUT-OF-SCOPE
#   IN ITS PER-EPOCH FORM and is NOT presented as a per-epoch residency reading. No committed column,
#   and no derivation from committed columns, can attribute a ref to an epoch; producing that is a
#   per-epoch labelled emission on the prune path, a .rs change R0.4 forbids categorically.
# added_bytes IS SAMPLED. It is the delta of topgun_ormap_tombstone_bytes_total across the epoch's
#   currency window, measured from the row immediately PRECEDING the epoch's first scrape. At width
#   1000 an epoch is current for ~31 s ~ 3 scrapes, so boundary attribution carries up to ONE SCRAPE AT
#   EACH END => ~1/3 relative uncertainty. scrapes_in_epoch is published BESIDE it so the reader SEES
#   that uncertainty rather than having to infer it. When no preceding row exists the cell is EMPTY.
# was_drained_ever FOLLOWS A STATED INFERENCE RULE, AND THE ASSUMPTION IS VISIBLE HERE.
#   Drains are read over the FULL LEDGER (the question is "ever", not "in this window"). For a drain
#   bucket whose drain_epochs delta is k: when k == 1 the drained epoch is EXACTLY the bucket's
#   last_drained_epoch and the set is EXACT; when k > 1 THE DRAINED SET IS INFERRED AS THE k EPOCHS
#   ENDING AT last_drained_epoch, WHICH ASSUMES CONTIGUITY. Nothing in the committed surface proves
#   contiguity. Whether the assumption was exercised at all is readable from the d_drain_epochs_sum
#   column of the t2-drains table (SPEC-356b measured 1.000 epoch per drain, i.e. never exercised).
# bytes_freed_attributed IS NOT SPLIT WHEN k > 1: the drain's whole epoch_bytes_freed_sum delta is
#   published against EACH epoch of the inferred k-epoch set, because NO COMMITTED COLUMN LICENSES A
#   SPLIT. It is EMPTY for an epoch nothing ever drained.
# lwm_passed_at_t IS SAMPLED (C1): it is the bucket at which low_water_mark FIRST EXCEEDS this epoch,
#   i.e. the first scrape at or after the advance. EMPTY when the LWM never passed the epoch inside
#   this ledger -- an EMPTY here is "not observed", never "did not happen".
# T1(b) AND T5 ARE ONE OBSERVATION REACHED BY TWO ROUTES wherever current_epoch == low_water_mark: the
#   t1-lwmpass rows are a PROJECTION of these epoch rows, and agreement between the two tables is a
#   RESTATEMENT, NOT CORROBORATION. Whether that identity survives is published, not assumed, on the
#   EQUALITY_RATE line below -- if it breaks, the two tables become independent and the reader must be
#   told which regime is being read. THE EQUALITY RATE FOR THIS REPLICATE IS CARRIED HERE, IN THIS
#   HEADER COMMENT, AND NOWHERE ELSE.
# EQUALITY_RATE current_epoch == low_water_mark: full_ledger=2796/2880=0.970833 coordinate_last_half=1401/1440=0.972917
epoch,t_first_seen,t_last_seen,scrapes_in_epoch,added_bytes,indexed_refs_at_lwm_pass__AGGREGATE_NOT_PER_EPOCH,was_drained_ever,bytes_freed_attributed,lwm_passed_at_t
696,21820,21850,4,26266,1366,false,,21860
697,21860,21880,3,20723,1273,false,,21890
698,21890,21910,3,19205,1089,false,,21920
699,21920,21950,4,29141,1377,false,,21960
700,21960,21980,3,21758,1336,false,,21990
701,21990,22010,3,21804,1236,false,,22020
702,22020,22040,3,21091,1187,false,,22050
703,22050,22070,3,21850,1141,false,,22080
704,22080,22100,3,20930,1039,false,,22110
705,22110,22140,4,30590,1387,false,,22150
706,22150,22170,3,20746,1268,false,,22180
707,22180,22200,3,21367,1087,false,,22210
708,22210,22240,4,26128,1340,false,,22250
709,22250,22270,3,21643,1276,false,,22280
710,22280,22300,3,20585,1168,false,,22310
711,22310,22330,3,22425,1117,false,,22340
712,22340,22360,3,20033,1024,false,,22370
713,22370,22400,4,30774,1350,false,,22410
714,22410,22430,3,20654,1263,false,,22440
715,22440,22460,3,22103,1227,false,,22470
716,22470,22491,3,23000,1117,false,,22500
717,22500,22530,4,25093,1307,false,,22540
718,22540,22560,3,21574,1207,false,,22570
719,22570,22590,3,20608,1146,false,,22600
720,22600,22620,3,24012,1089,false,,22630
721,22630,22650,3,18699,1365,false,,22670
722,22660,22690,4,29946,1309,false,,22701
723,22701,22720,3,20769,1202,false,,22730
724,22730,22750,3,21252,1126,false,,22760
725,22760,22780,3,23115,1407,false,,22800
726,22790,22820,4,25645,1232,false,,22830
727,22830,22850,3,20424,1130,false,,22860
728,22860,22880,3,21620,1085,false,,22890
729,22890,22920,4,29785,1362,false,,22930
730,22930,22950,3,21666,1304,false,,22960
731,22960,22980,3,20838,1202,false,,22990
732,22990,23010,3,21413,1147,false,,23020
733,23020,23040,3,21321,1046,false,,23050
734,23050,23080,4,29555,1357,false,,23090
735,23090,23110,3,19366,1169,false,,23120
736,23120,23140,3,20424,1103,false,,23150
737,23150,23170,3,25599,1021,false,,23180
738,23180,23210,4,25093,1290,false,,23220
739,23220,23240,3,21321,1228,false,,23250
740,23250,23270,3,21988,1131,false,,23280
741,23280,23300,3,20516,1070,false,,23310
742,23310,23340,4,29141,1329,false,,23350
743,23350,23370,3,21045,1258,false,,23380
744,23380,23400,3,21114,1067,false,,23410
745,23410,23430,3,19159,1366,false,,23450
746,23440,23470,4,28911,1265,false,,23480
747,23480,23500,3,21758,1209,false,,23510
748,23510,23530,3,20838,1114,false,,23540
749,23540,23560,3,23322,1387,false,,23580
750,23570,23600,4,26864,1297,false,,23610
751,23610,23630,3,21528,1236,false,,23640
752,23640,23660,3,20539,1112,false,,23670
753,23670,23690,3,20907,1288,false,,23710
754,23700,23730,4,26565,1177,false,,23740
755,23740,23760,3,23069,1104,false,,23770
756,23770,23800,4,27140,1374,false,,23810
757,23810,23830,3,21298,1283,false,,23840
758,23840,23860,3,20217,1161,false,,23870
759,23870,23890,3,21620,1099,false,,23900
760,23900,23920,3,23115,1371,false,,23940
761,23930,23960,4,27347,1303,false,,23970
762,23970,23990,3,21528,1209,false,,24000
763,24000,24020,3,17917,1024,false,,24030
764,24030,24060,4,29279,1288,false,,24070
765,24070,24090,3,21045,1209,false,,24100
766,24100,24120,3,21804,1100,false,,24130
767,24130,24150,3,20102,1034,false,,24160
768,24160,24190,4,29992,1299,false,,24200
769,24200,24220,3,20470,1223,false,,24230
770,24230,24250,3,21367,1159,false,,24260
771,24260,24280,3,22885,1042,false,,24290
772,24290,24320,4,24380,1172,false,,24330
773,24330,24350,3,20286,1091,false,,24360
774,24360,24380,3,25093,1376,false,,24400
775,24390,24420,4,24633,1238,false,,24430
776,24430,24450,3,20470,1139,false,,24460
777,24460,24490,4,27347,1303,false,,24500
778,24500,24520,3,19826,1183,false,,24530
779,24530,24550,3,22425,1337,false,,24570
780,24560,24590,4,24173,1219,false,,24600
781,24600,24630,4,26197,1361,false,,24640
782,24640,24660,3,21206,1279,false,,24670
783,24670,24690,3,21620,1148,false,,24700
784,24700,24720,3,19412,1062,false,,24730
785,24730,24760,4,29670,1299,false,,24770
786,24770,24790,3,19711,1200,false,,24800
787,24800,24820,3,20631,1101,false,,24830
788,24830,24860,4,28313,1321,false,,24870
789,24870,24890,3,20079,1170,false,,24900
790,24900,24930,4,25829,1323,false,,24940
791,24940,24960,3,20240,1162,false,,24970
792,24970,24990,3,19458,1037,false,,25000
793,25000,25030,4,27922,1257,false,,25040
794,25040,25060,3,19343,1086,false,,25070
795,25070,25100,4,27853,1260,false,,25110
796,25110,25130,3,18745,1127,false,,25140
797,25140,25160,3,24288,1371,false,,25180
798,25170,25200,4,24127,1132,false,,25210
799,25210,25230,3,19987,1045,false,,25240
800,25240,25270,4,27301,1293,false,,25280
801,25280,25300,3,22126,1193,false,,25310
802,25310,25330,3,19366,1096,false,,25340
803,25340,25370,4,28313,1326,false,,25380
804,25380,25400,3,20286,1202,false,,25410
805,25410,25430,3,19527,1063,false,,25440
806,25440,25470,4,28727,1303,false,,25480
807,25480,25500,3,19458,1050,false,,25510
808,25510,25540,4,25553,1256,false,,25550
809,25550,25570,3,19297,1101,false,,25580
810,25580,25610,4,27945,1315,false,,25620
811,25620,25640,3,19665,1178,false,,25650
812,25650,25670,3,20884,1085,false,,25680
813,25680,25710,4,28267,1322,false,,25720
814,25720,25740,3,20677,1204,false,,25750
815,25750,25770,3,21045,1137,false,,25780
816,25780,25800,3,23851,1373,false,,25820
817,25810,25840,4,25645,1276,false,,25850
818,25850,25870,3,20194,1149,false,,25880
819,25880,25900,3,20884,1061,false,,25910
820,25910,25940,4,28796,1296,false,,25950
821,25950,25970,3,20240,1207,false,,25980
822,25980,26000,3,21574,1140,false,,26010
823,26010,26031,3,23667,1388,false,,26050
824,26040,26070,4,26404,1314,false,,26080
825,26080,26100,3,20907,1114,false,,26111
826,26111,26140,4,25783,1346,false,,26150
827,26150,26170,3,21206,1250,false,,26180
828,26180,26200,3,19527,1109,false,,26210
829,26210,26230,3,23667,1384,false,,26250
830,26240,26270,4,26335,1253,false,,26280
831,26280,26300,3,19964,1152,false,,26310
832,26310,26330,3,20539,1049,false,,26340
833,26340,26370,4,28980,1310,false,,26380
834,26380,26400,3,20861,1111,false,,26410
835,26410,26440,4,25024,1309,false,,26450
836,26450,26470,3,21206,1214,false,,26480
837,26480,26500,3,20907,1132,false,,26510
838,26510,26540,4,27922,1351,false,,26550
839,26550,26570,3,21022,1262,false,,26580
840,26580,26600,3,19987,1127,false,,26610
841,26610,26630,3,23345,1356,false,,26650
842,26640,26670,4,25737,1269,false,,26680
843,26680,26700,3,20562,1057,false,,26710
844,26710,26740,4,26128,1287,false,,26750
845,26750,26770,3,20953,1195,false,,26780
846,26780,26800,3,19481,1046,false,,26810
847,26810,26840,4,28497,1288,false,,26850
848,26850,26870,3,20999,1171,false,,26880
849,26880,26900,3,20470,1086,false,,26910
850,26910,26940,4,28842,1348,false,,26950
851,26950,26970,3,20079,1219,false,,26980
852,26980,27000,3,20976,1032,false,,27010
853,27010,27040,4,25714,1251,false,,27050
854,27050,27070,3,20907,1162,false,,27080
855,27080,27100,3,20723,1019,false,,27110
856,27110,27140,4,28060,1292,false,,27150
857,27150,27170,3,21045,1198,false,,27180
858,27180,27200,3,19780,1050,false,,27210
859,27210,27240,4,28681,1286,false,,27250
860,27250,27270,3,19251,1150,false,,27280
861,27280,27310,4,27485,1339,false,,27320
862,27320,27340,3,21045,1227,false,,27350
863,27350,27370,3,20102,1124,false,,27380
864,27380,27400,3,24541,1380,false,,27420
865,27410,27440,4,24012,1231,false,,27450
866,27450,27470,3,21712,1120,false,,27480
867,27480,27510,4,26864,1366,false,,27520
868,27520,27540,3,21045,1260,false,,27550
869,27550,27570,3,20079,1127,false,,27580
870,27580,27610,4,25898,1256,false,,27620
